Modèle;date;type;feu_croisement;feu_route;eclairage_jour;feu_position;feu_antibrouillard;clignotant_avant_voiture;clignotant_arriere_voiture;feu_arriere;feu_stop;feu_plaque_immatriculation;eclairage_interieur;eclairage_coffre;
;;> 2006/02, Xenon;D2S;H7;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;W5W;C5W;
;;< 2006/03, Xenon;D1S;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;W5W;C5W;
MEGANE III Coupe;11/08->>;Halogen;H7;H7;P21W/;W5W;H11/H8/;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
(DZ0/1_);;;;;LED/**;;H16;;;;;;;;
;;Bi-Xenon;D1S;H7;P21W/;W5W;H11/H8/;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
;;;;;LED/**;;H16;;;;;;;;
MEGANE III Grandtour;11/08->>;Halogen;H7;H7;P21W/;W5W;H11/H8/;PY21W;PY21W;W5W;P21/5W;W5W;W5W;W5W;
(KZ0/1);;;;;LED/**;;H16;;;;;;;;
;;Bi-Xenon;D1S;H7;P21W/;W5W;H11/H8/;PY21W;PY21W;W5W;P21/5W;W5W;W5W;W5W;
;;;;;LED/**;;H16;;;;;;;;
MEGANE III Hatchback;11/08->>;Halogen;H7;H7;P21W/;W5W;H11/H8/;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
(BZ0/1_);;;;;LED/**;;H16;;;;;;;;
;;Bi-Xenon;D1S;H7;P21W/;W5W;H11/H8/;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
;;;;;LED/**;;H16;;;;;;;;
MEGANE IV Grandtour;04/16->>;Standard;H7;H7;LED;LED;H16;PY21W;PY21W;LED;P21W;W5W;W5W;W5W;
(K9A/M/N_);;;;;;;;;;;;;;;
MEGANE IV Hatchback;11/15->>;Standard;H7;H7;LED;LED;H16;PY21W;PY21W;LED;P21W;W5W;W5W;W5W;
(B9A/M/N_);;;;;;;;;;;;;;;
MEGANE IV Saloon;10/16->>;Halogen;H7;H7;LED;LED;H16;PY21W;PY21W;LED;P21W;W5W;W5W;W5W;
;;LED;LED;LED;LED;LED;H16;PY21W;PY21W;LED;P21W;W5W;W5W;W5W;
MEGANE Scenic (JA0/1_);10/96-12/01;avec phare simple4;H4;H4;-;W5W;H1;PY21W;P21W;P21/5W;P21/5W;C5W;C5W;-;
;;avec phare double6;H7;H1;-;W5W;H1;PY21W;P21W;P21/5W;P21/5W;C5W;C5W;-;
MODUS / GRAND MODUS;09/04->>;> 2007, Halogen;H7;H1;-;W5W;H11;P21W;P21W;R5W;P21/5W;W5W;W5W;C5W;
(F/JP0_);;;;;;;;;;;;;;;
;;< 2008, avec éclairage adaptatif , Halogen;H7;H1;-;W5W;H11;P21W;P21W;R5W;P21/5W;W5W;W5W;C5W;
;;> 2008, avec éclairage adaptatif1, Halogen;H1;H1;-;W5W;H11;P21W;P21W;R5W;P21/5W;W5W;W5W;C5W;
;;Xenon;D2S;H1;-;W5W;H11;P21W;P21W;R5W;P21/5W;W5W;W5W;C5W;
SAFRANE II (B54_);07/96-12/00;Halogen;H1;H1;-;W5W;H1/H7;PY21W;PY21W;P21/5W;P21/5W;W5W;C5W;-;
;;Xenon;D1S;H7;-;W5W;H1/H7;PY21W;PY21W;P21/5W;P21/5W;W5W;C5W;-;
SANDERO/STEPWAY I;11/07->>;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;C5W;
(BS_);;;;;;;;;;;;;;;
SANDERO/STEPWAY II;11/13->>;avec phare double6;H7;H1;W21/5W;W21/5W;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
(B8_);;;;;;;;;;;;;;;
;;avec phare simple4;H4;H4;W21/5W;W21/5W;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
SCÉNIC I MPV (JA0/1_,;09/99-09/03;Standard;H7;H1;-;W5W;H1;PY21W;PY21W;P21/5W;P21/5W;C5W;W5W;-;
FA0_);;;;;;;;;;;;;;;
SCÉNIC II (JM0/1_);06/03->>;> 2006/08, Halogen;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W/;P21/5W/;C5W;W5W;C5W;
;;;;;;;;;;LED;LED;;;;
;;> 2006/08, Xenon;D2S;H1;-;W5W;H11;PY21W;PY21W;P21/5W/;P21/5W/;C5W;W5W;C5W;
;;;;;;;;;;LED;LED;;;;
;;< 2006/09, Halogen;H7;H1;-;H6W;H11;PY21W;PY21W;P21/5W/;P21/5W/;C5W;W5W;C5W;
;;;;;;;;;;LED;LED;;;;
;;< 2006/09, Xenon;D1S;H1;-;H6W;H11;PY21W;PY21W;P21/5W/;P21/5W/;C5W;W5W;C5W;
;;;;;;;;;;LED;LED;;;;
SCÉNIC III (JZ0/1_);02/09->>;Halogen;H7;H7;P21W/;W5W;H11/H16;PY21W;PY21W;P21/5W/;P21/5W/;W5W;W5W;W5W;
;;;;;LED;;;;;LED;LED;;;;
;;Bi-Xenon;D1S;D1S;P21W/;W5W;H11/H16;PY21W;PY21W;P21/5W/;P21/5W/;W5W;W5W;W5W;
;;;;;LED;;;;;LED;LED;;;;
SCÉNIC IV (J9_);09/16->>;Standard;H7;H7;LED;LED;H16;PY21W;PY21W;W21/5W;W21/5W;W5W;W5W;LED;
TALISMAN (LP_);07/13->>;Standard;H7;H9;LED;W5W;H16;LED;PY21W;LED;P21W;W5W;LED;LED;
TALISMAN Grandtour;03/16->>;Standard;H7;H9;LED;W5W;H16;LED;PY21W;LED;P21W;W5W;LED;LED;
(KP_);;;;;;;;;;;;;;;
THALIA I (LB_);02/98->>;> 2001/05,avec phare simple4;H4;H4;-;W5W;H1;PY21W;P21W/;P21/5W;P21/5W;C5W;C5W;**;
;;;;;;;;;PY21W;;;;;;
;;> 2001/05, avec phare double6;H7;HB3;-;W5W;H1;PY21W;P21W/;P21/5W;P21/5W;C5W;C5W;**;
;;;;;;;;;PY21W;;;;;;
;;< 2001/06,avec phare simple4;H4;H4;-;W5W;H11;PY21W;P21W/;P21/5W;P21/5W;C5W;C5W;**;
;;;;;;;;;PY21W;;;;;;
;;< 2001/06, avec phare double6;H7;H1;-;W5W;H11;PY21W;P21W/;P21/5W;P21/5W;C5W;C5W;**;
;;;;;;;;;PY21W;;;;;;
THALIA II (LU1/2_);09/08->>;Standard;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
THALIA III (L8_);12/13->>;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;**;W5W;
TRAFIC Van (TXX);03/89-12/01;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;R5W;-;
TRAFIC Bus (TXW);03/89-03/01;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;W5W;R5W;-;
TRAFIC II Van (FL);03/01->>;Standard;H4;H4;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;W5W;**;-;
TRAFIC II Bus (JL);03/01->>;Standard;H4;H4;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;W5W;**;-;
TRAFIC II Platform/;03/01->>;Standard;H4;H4;-;W5W;H1;P21W/;P21W;P21/5W;P21/5W;W5W;**;-;
Chassis (EL);;;;;;;;PY21W;;;;;;;
TRAFIC III Bus (JG_);05/14->>;Halogen;H4;H4;W21/5W/;W21/5W/;H11/H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;**;
;;;;;LED;LED;;;;;;;;;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;H11/H16;LED;PY21W;P21/5W;P21/5W;W5W;W5W;**;
TRAFIC III Van (FG_);05/14->>;Halogen;H4;H4;W21/5W/;W21/5W/;H11/H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;**;
;;;;;LED;LED;;;;;;;;;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;H11/H16;LED;PY21W;P21/5W;P21/5W;W5W;W5W;**;
TRAFIC III Platform/;05/14->>;Standard;H4;H4;W21/5W/;W21/5W/;H16/H11;PY21W;P21W;P21/5W;P21/5W;W5W;W5W;-;
Chassis (EG_);;;;;LED;LED;;;;;;;;;
TRAFIC Platform/Chassis;03/89-03/01;Standard;H4;H4;-;W5W;H3;P21W;P21W;P21/5W;P21/5W;R5W;R5W;-;
(PXX);;;;;;;;;;;;;;;
TWINGO I (C06_);03/93->>;Standard;H4;H4;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;C5W;C5W;W5W;
;;;;;;;;PY21W;PY21W;;;;;;
TWINGO I Hatchback Van;03/93->>;Standard;H4;H4;-;W5W;H1;P21W/;P21W/;P21/5W;P21/5W;C5W;C5W;W5W;
(S06_);;;;;;;;PY21W;PY21W;;;;;;
TWINGO II (CN0_);03/07->>;> 2011;H4;H4;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;W5W;
;;< 2012;H4;H4;-;W5W;H11;PY21W;PY21W;W5W;P21/5W;W5W;W5W;W5W;
TWINGO III (BCM_, BCA_);09/14->>;Standard;H4;H4;**;**;H16;PY21W;PY21W;P21/5W;P21/5W;W5W;W5W;C5W;
TWIZY (MAM_);04/12->>;Standard;H4;H4;-;W5W;-;P21W;P21W;P21/5W;P21/5W;W5W;-;-;
VEL SATIS (BJ0_);06/02->>;> 2005/03, Halogen;H7;H9;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;**;C5W;
;;> 2005/03, Xenon;D2S;H9;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;**;C5W;
;;< 2005/04, Halogen;H7;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;W5W;C5W;
;;< 2005/04, Xenon;D2S;H1;-;W5W;H11;PY21W;PY21W;P21/5W;P21/5W;C5W;W5W;C5W;
WIND (E4M_);07/10->>;Standard;H1;H1;-;W5W;H11;PY21W;PY21W;P21/5W/;P21/5W;W5W;W5W;W5W;
;;;;;;;;;;P21/4W;;;;;
ZOE (BFM_);06/12->>;Bi-Halogen;H7;H7;LED;LED;-;PY21W;PY21W;PR21W;PR21W;W5W;W5W;W5W;
;;LED;LED;LED;LED;LED;-;LED;PY21W;PR21W;PR21W;W5W;W5W;W5W;
ZOE Hatchback Van;04/19->>;Bi-Halogen;H7;H7;LED;LED;LED;PY21W;PY21W;PR21W;PR21W;W5W;W5W;W5W;
(BFM_);;;;;;;;;;;;;;;
;;LED;LED;LED;LED;LED;LED;LED;PY21W;PR21W;PR21W;W5W;W5W;W5W;
*RENAULT TRUCKS;;;;;;;;;;;;;;;
B Van;01/83-01/92;Standard;H4;H4;-;T4W;-;P21W;P21W;R10W;P21W;R5W;-;-;
B Platform/Chassis;01/83-06/99;Standard;H4;H4;-;T4W;-;P21W;P21W;R10W;P21W;R5W;-;-;
MASCOTT Van;01/99-12/10;Standard;H4;H4;-;W5W;H1;P21W/;P21W;R5W;P21W;C5W;-;-;
;;;;;;;;PY21W;;;;;;;
MASCOTT Dumptruck;01/00-12/10;Standard;H4;H4;-;W5W;H1;P21W/ PY21W;P21W;R5W/ R10W;P21W;6411;-;-;
MASCOTT Platform/ Chassis;01/99-12/13;Standard;H4;H4;-;W5W;H1;P21W/ PY21W;P21W;R5W/ R10W;P21W;6411;-;-;
MESSENGER Van;09/90-06/99;Standard;R2;R2;-;R5W;-;P21W;P21W;R10W;P21W;R5W;-;-;
MESSENGER Dump Truck;09/96-06/99;Standard;R2;R2;-;R5W;-;P21W;P21W;R10W;P21W;R5W;-;-;
MESSENGER Platform/ Chassis;09/90-06/99;Standard;R2;R2;-;R5W;-;P21W;P21W;R10W;P21W;R5W;-;-;
"MESSENGER Truck
Tractor";01/94-06/99;Standard;R2;R2;-;R5W;-;P21W;P21W;R10W;P21W;R5W;-;-;
*ROLLS ROYCE;;;;;;;;;;;;;;;
DAWN (RR6);09/15->>;Standard;LED;LED;LED;LED;-;LED;LED;LED;LED;LED;**;-;
GHOST I (RR4);08/08->>;Bi-Xenon;D1S;D1S;LED;LED;-;LED;LED;LED;LED;LED;-;6411;
PHANTOM VII (RR1);08/02->>;Bi-Xenon;D2S;D2S;P21/5W;P21/5W;-;PY21W;LED;LED;LED;W5W;**;W5W;
PHANTOM VII Coupe (RR3);01/07->>;Bi-Xenon;D2S;D2S;LED;LED;-;LED;LED;LED;LED;W5W;**;W5W;
WRAITH (RR5);07/13->>;Bi-Xenon;D1S;D1S;LED;LED;-;LED;LED;LED;LED;LED;**;-;
*ROVER;;;;;;;;;;;;;;;
100 / METRO Hatchback (XP);11/89-12/98;Standard;H4;H4;-;W5W;-;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;R10W;R10W;
100 Convertible (XP);04/94-12/98;Standard;H4;H4;-;W5W;-;P21W/ PY21W;P21W/ PY21W;P21/5W;P21/5W;C5W;R10W;R10W;
200 II Convertible (XW);04/90-11/99;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W/ PY21W;R5W;P21W;C5W;C5W;R10W;
200 Coupe (XW);10/92-06/99;Standard;H4;H4;-;W5W;H3;P21W;P21W;W5W;P21W;C5W;-;R10W;
200 II Hatchback (RF);11/95-03/00;Standard;H4;H4;-;W5W;H1;P21W;PY21W;R10W;P21W;C5W;6411;R10W;
200 II Hatchback (XW);10/89-10/95;Standard;H4;H4;-;W5W;H3;P21W;P21W;W5W;P21W;C5W;-;R10W;
25 I Hatchback (RF);09/99-05/05;Standard;H7;H1;-;W5W;H1;PY21W;PY21W;R10W;P21W;C5W;6411;R10W;
400 II (RT);05/95-03/00;Standard;H7;H1;-;W5W;H1;PY21W;PY21W;R10W;P21W;C5W;-;R10W;
400 II (XW);04/90-04/95;Standard;H4;H4;-;W5W;H3;P21W;P21W;W5W;P21W;C5W;-;R10W;
400 II Hatchback (RT);05/95-03/00;Standard;H7;H1;-;W5W;H1;PY21W;PY21W;R10W;P21W;C5W;-;C5W;
400 Tourer (XW);09/93-11/98;Standard;H4;H4;-;W5W;H3;P21W;P21W;W5W;P21W;C5W;C5W;-;
45 I Hatchback (RT);02/00-05/05;Standard;H7;H1;-;W5W;H1;PY21W;PY21W;R10W;P21W;C5W;-;R10W;
45 I Saloon (RT);02/00-05/05;Standard;H7;H1;-;W5W;H1;PY21W;PY21W;R10W;P21W;W5W;-;C5W;
600 I (RH);08/93-10/00;Standard;H1;H1;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W;C5W;-;
75 (RJ);02/99-05/05;Halogen;H7;H1;-;W5W;H1;PY21W;PY21W;W5W;P21W;C5W;W3W;R10W;
;;Xenon;D2S;H1;-;W5W;H1;PY21W;PY21W;W5W;P21W;C5W;W3W;R10W;
75 I Tourer (RJ);08/01-05/05;Halogen;H7;H1;-;W5W;H1;PY21W;PY21W;W5W;P21W;C5W;W3W;-;
;;Xenon;D2S;H1;-;W5W;H1;PY21W;PY21W;W5W;P21W;C5W;W3W;-;
800 (XS);10/86-02/99;Standard;H4;H4;-;W5W;H3;P21W;P21W/ PY21W;R5W;P21W;C5W;C5W;-;
800 Coupe;08/92-02/99;Standard;H4;H4;-;W5W;H3;P21W;P21W/ PY21W;R5W;P21W;C5W;C5W;-;
800 Hatchback (XS);10/86-02/99;Standard;H4;H4;-;W5W;H3;P21W;P21W/ PY21W;R5W;P21W;C5W;C5W;-;
COUPE;03/96-11/99;Standard;H4;H4;-;W5W;H3;P21W/ PY21W;P21W/ PY21W;R5W;P21W;C5W;C5W;R10W;
MINI Convertible (XN);09/92-05/01;Standard;H4;H4;-;T4W;H3;P21W;P21W;P21/5W;P21/5W;C5W;R10W;-;
MINI Hatchback;01/91-11/00;Standard;H4;H4;-;T4W;H3;P21W;P21W;P21/5W;P21/5W;C5W;R10W;-;
STREETWISE Hatchback;08/03-05/05;Standard;H7;H1;-;W5W;H1;PY21W;PY21W;R10W;P21W;C5W;6411;R10W;
*SAAB;;;;;;;;;;;;;;;
900 II;07/93-04/99;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;C5W;6411;6411;
900 II Convertible;09/93-04/99;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;C5W;6411;6411;
900 II Coupe;12/93-04/99;Standard;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;C5W;6411;6411;
9000;04/85-12/98;avec phare simple4;H4;H4;-;T4W;-;P21W/ PY21W;P21W;R5W;P21W;C5W;6411;C5W;
;;avec phare double6;H1;H1;-;T4W;-;P21W/ PY21W;P21W;R5W;P21W;C5W;6411;C5W;
9000 Hatchback;09/84-12/98;avec phare simple4;H4;H4;-;T4W;-;P21W/ PY21W;P21W;R5W;P21W;C5W;6411;C5W;
;;avec phare double6;H1;H1;-;T4W;-;P21W/ PY21W;P21W;R5W;P21W;C5W;6411;C5W;
9-3 (YS3D);02/98-08/03;Standard;H4;H4;-;W5W;H1;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
9-3 (YS3F, E79, D79, D75);09/02-02/15;> 2007, Halogen;H7;H7;-;W5W;H3;PY21W;PY21W;P21W;P21W;C5W;6411/ W5W;W5W;
;;> 2007, Bi-Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;P21W;P21W;C5W;6411/ W5W;W5W;
;;< 2008, Halogen;H7;H9;-;LED;H8;PY21W;PY21W;P21W;P21W;W5W;6411/ W5W;W5W;
;;< 2008, Bi-Xenon;D1S;H7;-;LED;H8;PY21W;PY21W;P21W;P21W;W5W;6411/ W5W;W5W;
9-3 Cabriolet (YS3D);02/98-08/03;Standard;H4;H4;-;W5W;H1;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;6411;
9-3 Convertible (YS3F);08/03-02/15;> 2007, Halogen;H7;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;C5W;6411/ W5W;C5W;
;;> 2007, Bi-Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 2008, Halogen;H7;H9;-;LED;H8;PY21W;PY21W;PR21W;PR21W;R5W;6411/ W5W;C5W;
;;< 2008, Bi-Xenon;D1S;H7;-;LED;H8;PY21W;PY21W;PR21W;PR21W;R5W;6411/ W5W;C5W;
9-3 Estate (E50);03/05-02/15;> 2007, Halogen;H7;H7;-;W5W;H3;PY21W;PY21W;LED;LED;C5W;6411/ W5W;W5W;
;;> 2007, Bi-Xenon;D2S;H7;-;W5W;H3;PY21W;PY21W;LED;LED;C5W;6411/ W5W;W5W;
;;< 2008, Halogen;H7;H9;-;LED;H8;PY21W;PY21W;LED;LED;R5W;6411/ W5W;W5W;
;;< 2008, Bi-Xenon;D1S;H7;-;LED;H8;PY21W;PY21W;LED;LED;R5W;6411/ W5W;W5W;
9-3X (YS3);02/09-12/12;Halogen;H7;H9;-;LED;H8;PY21W;PY21W;LED;LED;C5W;W5W;6411;
;;Bi-Xenon;D1S;H7;-;LED;H8;PY21W;PY21W;LED;LED;C5W;W5W;6411;
9-5 (YS3E);09/97-12/09;Halogen;H7;H7;-;W5W;H1;PY21W;PY21W;R5W;P21/5W;W5W;6411;W5W;
;;Bi-Xenon;D1S;H7;-;W5W;H1;PY21W;PY21W;R5W;P21/5W;W5W;6411;W5W;
9-5 (YS3G);01/10-01/12;Halogen;H7;H7;-;H6W;H10;H21W;LED;LED;LED;C5W;W5W;W5W;
;;Bi-Xenon;D1S;H7;-;LED;H10;H21W;LED;LED;LED;C5W;W5W;W5W;
9-5 Estate (YS3E);10/98-12/09;Halogen;H7;H7;-;W5W;H1;PY21W;PY21W;R5W;P21/5W;W5W;6411;W5W;
;;Bi-Xenon;D1S;H7;-;W5W;H1;PY21W;PY21W;R5W;P21/5W;W5W;6411;W5W;
9-7X;12/05->>;Halogen;H11;HB3;-;**;-;**;**;**;**;W5W;-;-;
;;Xenon;D1S;HB3;-;**;-;**;**;**;**;W5W;-;-;
*SEAT;;;;;;;;;;;;;;;
ALHAMBRA (710, 711);06/10->>;Halogen;H7;H15;H15;W5W;HB4;PY21W;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
;;Bi-Xenon;D3S;D3S;P21W;W5W;HB4;PY21W;PY21W;W5W/LED;P21W/ LED;W5W/LED;W5W;W5W;
ALHAMBRA (7V8, 7V9);04/96-03/10;> 2000, Halogen;H4;H4;-;W5W;H1;P21W;P21W;P21/5W;P21/5W;W5W;6411/ W5W;C5W;
;;< 2001, Halogen;H7;H1;-;W5W;H7;PY21W;P21W;R5W;P21W;C5W;6411/ W5W;C5W;
;;< 2001, Xenon;D2S;H7;-;W5W;H7;PY21W;P21W;R5W;P21W;C5W;6411/ W5W;C5W;
;;< 2004, Halogen;H7;H1;-;W5W;H7;PY21W;P21W;P21/5W;P21/5W;C5W;6411/ W5W;C5W;
;;< 2004, Xenon;662440;H7;-;W5W;H7;PY21W;P21W;P21/5W;P21/5W;C5W;6411/ W5W;C5W;
ALTEA (5P1);03/04->>;Halogen;H7;H1;-;W5W;H3/HB4;PY21W;RY10W;P21W;P21W;C5W;6411/ C5W;6411;
;;Bi-Xenon;D1S;H1;P21W;W5W;H3/HB4;PY21W;RY10W;P21W;P21W;C5W;6411/ C5W;6411;
ALTEA XL (5P5, 5P8);10/06->>;Halogen;H7;H1;-;W5W;H3/HB4;PY21W;PY21W;W5W;P21W;C5W;6411/ C5W;6411;
;;Bi-Xenon;D1S;H1;P21W;W5W;H3/HB4;PY21W;PY21W;W5W;P21W;C5W;6411/ C5W;6411;
ARONA (KJ7, KJP);07/17->>;Halogen;H7;H7;W21W/ LED;W21W/ LED;H3;PY21W;PY21W;P21W/ LED;P21W/ LED;LED;W5W/LED;LED;
;;LED;LED;LED;LED;LED;H3;LED;PY21W;P21W/ LED;P21W/ LED;LED;W5W/LED;LED;
AROSA (6H1);05/97-06/04;avec phare simple4;H4;H4;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W/ C5W;6411;-;
;;avec phare double6;H7;H3;-;W5W;H3;PY21W;P21W;P21/5W;P21/5W;W5W/ C5W;6411;-;
ATECA (KH7, KHP);04/16->>;Halogen;H7;H7;LED;LED;H11;P21W;P21W/ LED;LED;P21W/ LED;W5W/LED;LED;W5W;
;;avec phare principal à éclairage intégral LED3;LED;LED;LED;LED;LED;LED;P21W/ LED;LED;P21W/ LED;W5W/LED;LED;W5W;
CORDOBA (6K1, 6K2);02/93-10/99;avec phare simple4;H4;H4;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;C5W;
;;avec phare double6;H1;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;C5W;
CORDOBA (6K2);06/99-10/02;avec phare simple4;H4;H4;-;W5W;H7/H3;PY21W;PY21W;P21/5W;P21/5W;C5W;6411;C5W;
;;avec phare double6;H7;H1;-;W5W;H7/H3;PY21W;PY21W;P21/5W;P21/5W;C5W;6411;C5W;
CORDOBA (6L2);09/02-11/09;avec phare simple4;H4;H4;-;W5W;H3;PY21W;WY16W;W5W;P21/5W;C5W;6411;6411;
;;avec phare double6;H7;H3;-;W5W;H3;PY21W;WY16W;W5W;P21/5W;C5W;6411;6411;
;;Xenon;D1S;H7;-;W5W;H3;PY21W;WY16W;W5W;P21/5W;C5W;6411;6411;
CORDOBA Vario (6K5);08/96-06/99;avec phare simple4;H4;H4;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;C5W;
;;avec phare double6;H1;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;W5W;6411;C5W;
EXEO (3R2);12/08->>;Halogen;H7;H1;-;W5W;H11;PY21W;PY21W;W5W/LED;P21W/ LED;C5W;6411/ C5W;W5W;
;;Bi-Xenon;D1S;D1S;P21W;W5W;H11;PY21W;PY21W;W5W/LED;P21W/ LED;C5W;6411/ C5W;W5W;
;;Bi-Xenon, avec technologie LED9;D1S;D1S;LED;LED;H11;PY21W;PY21W;W5W/LED;P21W/ LED;C5W;6411/ C5W;W5W;
EXEO ST (3R5);05/09->>;Halogen;H7;H1;-;W5W;H11;PY21W;PY21W;W5W/LED;P21W/ LED;C5W;6411/ C5W;6411;
;;Bi-Xenon;D1S;D1S;P21W;W5W;H11;PY21W;PY21W;W5W/LED;P21W/ LED;C5W;6411/ C5W;6411;
;;Bi-Xenon, avec technologie LED9;D1S;D1S;LED;LED;H11;PY21W;PY21W;W5W/LED;P21W/ LED;C5W;6411/ C5W;6411;
IBIZA II (6K1);03/93-08/99;avec phare simple4;H4;H4;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;W5W;6411;C5W;
;;avec phare double6;H1;H1;-;W5W;H3;PY21W;PY21W;R5W;P21/5W;W5W;6411;C5W;
IBIZA III (6K1);08/99-02/02;avec phare simple4;H4;H4;-;W5W;H7/H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411;6411;
;;avec phare double6;H7;H1;-;W5W;H7/H3;PY21W;P21W;P21/5W;P21/5W;C5W;6411;6411;
IBIZA III (6L1);02/02-11/09;avec phare simple4;H4;H4;-;W5W;H3;PY21W;P21W;W5W;P21/5W;C5W;6411;6411;
;;avec phare double6;H7;H3;-;W5W;H3;PY21W;P21W;W5W;P21/5W;C5W;6411;6411;
;;Xenon;D1S;H7;-;W5W;H3;PY21W;P21W;W5W;P21/5W;C5W;6411;6411;
IBIZA IV (6J5, 6P1);03/08->>;avec phare simple4;H4;H4;P21W;W5W;HB4/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;6411;
;;avec phare double6;H7;H7;LED;W5W;HB4/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;6411;
;;Bi-Xenon;D1S;D1S;P21W/ LED;W5W/LED;HB4/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;6411;
IBIZA IV SPORTCOUPE (6J1, 6P5);07/08->>;avec phare simple4;H4;H4;P21W;W5W;HB4/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;6411;
;;avec phare double6;H7;H7;LED;W5W;HB4/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;6411;
;;Bi-Xenon;D1S;D1S;P21W/ LED;W5W/LED;HB4/H8;PY21W;PY21W;P21/5W/ LED;P21/5W/ LED;W5W;6411;6411;
IBIZA IV ST (6J8, 6P8);03/10->>;avec phare simple4;H4;H4;P21W;W5W;HB4/H8;PY21W;PY21W;W5W/LED;P21/5W/ LED;W5W;**;**;
;;avec phare double6;H7;H7;LED;W5W;HB4/H8;PY21W;PY21W;W5W/LED;P21/5W/ LED;W5W;**;**;
;;Bi-Xenon;D1S;D1S;P21W/ LED;W5W/LED;HB4/H8;PY21W;PY21W;W5W/LED;P21/5W/ LED;W5W;**;**;
IBIZA V (KJ1, KJG);01/17->>;Halogen;H7;H7;W21W/ LED;W21W/ LED;H8;PY21W;PY21W;P21W/ LED;P21W/ LED;W5W/LED;W5W/LED;LED;
;;LED;LED;LED;LED;LED;H8;LED;PY21W;P21W/ LED;P21W/ LED;W5W/LED;W5W/LED;LED;
INCA (6K9);11/95-06/03;Standard;H4;H4;-;W5W;H3;PY21W;P21W;R5W;P21/5W;W5W;6411;6411;
LEON (1M1);11/99-06/06;Standard;H7;H1;-;W5W;H3;PY21W;PY21W;P21/5W;P21/5W;C5W;6411/ C5W;6411;
LEON (1P1);05/05-12/12;Halogen;H7;H1;-;W5W;H3/HB4;PY21W;P21W/ PY21W;W5W/LED;P21W/ LED;C5W;C5W;6411;
